recall_id,study_id,period,survey_type,location_id,location_type,site_id,household_id,HPD,HDI,REM,FCI,education,num_participants,num_ame,days,mdays,consumption,frequency,quantity
895,6,1,3,9,2,9,2601,2.841,0.568,936.1159763,3791.490837,2,8,7,1,8,0,0,0
896,6,1,3,7,2,7,2606,23.934,0.598,575.910379,8236.212966,2,12,9,1,9,0,0.111111111,0
897,6,1,3,9,2,9,2607,2.841,0.568,936.1159763,3791.490837,5,10,7,1,9,0,0,0
898,6,1,3,9,2,9,2607,2.841,0.568,936.1159763,3791.490837,5,10,7,1,9,0,0,0
899,6,1,3,7,2,7,2611,23.934,0.598,575.910379,8236.212966,2,15,10,1,9,0,0,0
900,6,1,3,7,2,7,2611,23.934,0.598,575.910379,8236.212966,2,15,10,1,9,0,0,0
901,6,1,3,7,2,7,2613,23.934,0.598,575.910379,8236.212966,2,5,4,1,9,0,0,0
902,6,1,3,6,2,6,2614,8.322,0.603,488.3880137,7222.608627,2,10,7,1,9,0,0,0
903,6,1,3,7,2,7,2636,23.934,0.598,575.910379,8236.212966,2,6,5,1,9,0,0,0
904,6,1,3,7,2,7,2640,23.934,0.598,575.910379,8236.212966,2,7,6,1,9,0,0,0
905,6,1,3,7,2,7,2642,23.934,0.598,575.910379,8236.212966,2,5,4,1,9,0,0.222222222,0
906,6,1,3,3,3,3,2655,26.973,0.63,823.0665874,7713.441681,6,7,5,1,9,0,0.222222222,0
907,6,1,3,7,2,7,2669,23.934,0.598,575.910379,8236.212966,2,4,3,1,9,0,0,0
908,6,1,3,8,1,8,2697,1.306,0.578,706.6242745,8991.144255,1,7,6,1,6,0,0,0
909,6,1,3,1,3,1,2704,281.981,0.601,172.8959831,2347.753925,6,6,4,1,9,0,0,0
910,6,1,3,7,2,7,2706,23.934,0.598,575.910379,8236.212966,2,5,4,1,9,0,0,0
911,6,1,3,7,2,7,2707,23.934,0.598,575.910379,8236.212966,2,1,1,1,9,0,0.111111111,0
912,6,1,3,1,3,1,2710,281.981,0.601,172.8959831,2347.753925,6,4,3,1,9,0,0,0
913,6,1,3,4,2,4,2714,2.256,0.556,1318.886093,9438.887866,5,3,3,1,9,0,0.222222222,0
914,6,1,3,1,3,1,2715,281.981,0.601,172.8959831,2347.753925,6,15,11,1,8,0,0,0
915,6,1,3,1,3,1,2727,281.981,0.601,172.8959831,2347.753925,6,7,5,1,9,0,0,0
916,6,1,3,2,2,2,2752,2.226,0.63,1217.544265,8834.653023,5,8,6,1,9,1,0.444444444,4.896
917,6,1,3,3,3,3,2773,26.973,0.63,823.0665874,7713.441681,6,11,7,1,9,0,0.222222222,0
918,6,1,3,3,3,3,2779,26.973,0.63,823.0665874,7713.441681,6,10,8,1,9,0,0.111111111,0
919,6,1,3,7,2,7,2817,23.934,0.598,575.910379,8236.212966,2,7,6,1,9,0,0,0
920,6,1,3,7,2,7,2818,23.934,0.598,575.910379,8236.212966,5,2,2,1,9,0,0.222222222,0
921,6,1,3,7,2,7,2843,23.934,0.598,575.910379,8236.212966,5,2,2,1,9,0,0,0
922,6,1,3,2,2,2,2862,2.226,0.63,1217.544265,8834.653023,5,1,1,1,9,0,0.111111111,0
923,6,1,3,4,2,4,2878,2.256,0.556,1318.886093,9438.887866,2,5,5,1,9,1,0.222222222,2.5
924,6,1,3,8,1,8,2889,1.306,0.578,706.6242745,8991.144255,1,15,11,1,9,0,0.333333333,0
925,6,1,3,2,2,2,2906,2.226,0.63,1217.544265,8834.653023,7,11,8,1,9,1,0.222222222,-1
926,6,1,3,7,2,7,2914,23.934,0.598,575.910379,8236.212966,5,10,8,1,9,0,0,0
927,6,1,3,6,2,6,2922,8.322,0.603,488.3880137,7222.608627,5,3,3,1,9,0,0.111111111,0
928,6,1,3,8,1,8,2951,1.306,0.578,706.6242745,8991.144255,1,16,12,1,8,0,0.5,0
929,6,1,3,8,1,8,2959,1.306,0.578,706.6242745,8991.144255,4,5,3,1,9,0,0,0
930,6,1,3,7,2,7,2976,23.934,0.598,575.910379,8236.212966,5,22,16,1,9,0,0,0
931,6,1,3,4,2,4,2994,2.256,0.556,1318.886093,9438.887866,5,1,1,1,9,0,0,0
932,6,1,3,5,2,103,5045,4.469,0.556,1040.223073,9170.992099,2,24,NA,1,3,0,0,0
933,6,1,3,1,3,101,5057,253.845,0.601,172.8959831,2347.753925,6,6,NA,1,3,0,0,0
934,6,1,3,5,2,103,5118,4.469,0.556,1040.223073,9170.992099,2,2,NA,1,3,0,0,0
935,6,1,3,5,2,103,5139,4.469,0.556,1040.223073,9170.992099,5,2,NA,1,3,0,0,0
936,6,1,3,5,2,103,5189,4.469,0.556,1040.223073,9170.992099,5,18,NA,1,6,0,0,0
937,6,1,3,5,2,103,5213,4.469,0.556,1040.223073,9170.992099,2,9,NA,1,3,0,0.333333333,0
938,6,1,3,5,2,103,5218,4.469,0.556,1040.223073,9170.992099,2,8,NA,1,3,1,0.333333333,0.74
939,6,1,3,1,3,101,5256,253.845,0.601,172.8959831,2347.753925,3,11,NA,1,3,0,0,0
940,6,1,3,1,3,101,5280,253.845,0.601,172.8959831,2347.753925,6,6,NA,1,3,0,0.333333333,0
941,6,1,3,1,3,101,5308,253.845,0.601,172.8959831,2347.753925,6,3,NA,1,3,0,0,0
942,6,1,3,1,3,101,5313,253.845,0.601,172.8959831,2347.753925,3,15,NA,1,3,0,0,0
943,6,1,3,1,3,101,5342,253.845,0.601,172.8959831,2347.753925,6,11,NA,1,3,0,0.333333333,0
944,6,1,3,6,2,102,5404,7.684,0.603,488.3880137,7222.608627,2,37,NA,1,6,0,0,0
945,6,1,3,6,2,102,5406,7.684,0.603,488.3880137,7222.608627,5,5,NA,1,3,0,0,0
946,6,1,3,6,2,102,5469,7.684,0.603,488.3880137,7222.608627,5,8,NA,1,6,0,0.166666667,0
947,6,1,3,6,2,102,5477,7.684,0.603,488.3880137,7222.608627,5,5,NA,1,3,0,0,0
948,6,1,3,1,3,101,5482,253.845,0.601,172.8959831,2347.753925,6,4,NA,1,3,0,0,0
949,6,1,3,6,2,102,5490,7.684,0.603,488.3880137,7222.608627,5,9,NA,1,6,0,0.166666667,0
950,6,1,3,6,2,102,5492,7.684,0.603,488.3880137,7222.608627,5,14,NA,1,6,1,0.166666667,2
951,6,1,3,3,3,100,5662,20.002,0.63,823.0665874,7713.441681,6,11,NA,1,3,0,0,0
952,6,1,3,1,3,101,5679,253.845,0.601,172.8959831,2347.753925,6,10,NA,1,3,0,0,0
953,6,1,3,1,3,101,5761,253.845,0.601,172.8959831,2347.753925,6,6,NA,1,3,0,0,0
954,6,1,3,1,3,101,5834,253.845,0.601,172.8959831,2347.753925,6,8,NA,1,3,0,0,0
955,6,1,3,1,3,101,5839,253.845,0.601,172.8959831,2347.753925,6,6,NA,1,3,0,0,0
956,6,1,3,1,3,101,5862,253.845,0.601,172.8959831,2347.753925,6,21,NA,1,3,0,0,0
957,6,1,3,1,3,101,5875,253.845,0.601,172.8959831,2347.753925,6,6,NA,1,3,0,0,0
958,6,1,3,1,3,101,5940,253.845,0.601,172.8959831,2347.753925,6,3,NA,1,3,0,0.333333333,0
959,6,1,3,3,3,100,5993,20.002,0.63,823.0665874,7713.441681,6,10,NA,1,3,0,0,0
960,6,1,3,3,3,100,6018,20.002,0.63,823.0665874,7713.441681,6,6,NA,1,3,0,0,0
961,6,1,3,1,3,101,6076,253.845,0.601,172.8959831,2347.753925,6,1,NA,1,3,0,0,0
962,6,1,3,3,3,100,6254,20.002,0.63,823.0665874,7713.441681,6,5,NA,1,3,0,0,0
963,6,1,3,3,3,100,6287,20.002,0.63,823.0665874,7713.441681,6,11,NA,1,3,0,0,0
964,6,1,3,3,3,100,6325,20.002,0.63,823.0665874,7713.441681,6,6,NA,1,3,0,0,0
965,6,1,3,3,3,100,6390,20.002,0.63,823.0665874,7713.441681,6,3,NA,1,3,0,0,0
966,6,1,3,3,3,100,6407,20.002,0.63,823.0665874,7713.441681,6,7,NA,1,3,0,0.333333333,0
967,6,1,2,1,3,123,61165,253.845,0.601,172.8959831,2347.753925,7,8,NA,1,73,0,0.068493151,0
968,6,1,2,1,3,123,61166,253.845,0.601,172.8959831,2347.753925,7,8,NA,1,87,0,0.172413793,0
969,6,1,2,1,3,123,61168,253.845,0.601,172.8959831,2347.753925,7,8,NA,1,87,0,0.126436782,0
970,6,1,2,1,3,123,61169,253.845,0.601,172.8959831,2347.753925,7,4,NA,1,87,0,0,0
971,6,1,2,1,3,123,61169,253.845,0.601,172.8959831,2347.753925,7,4,NA,1,87,0,0,0
972,6,1,2,1,3,123,61170,253.845,0.601,172.8959831,2347.753925,7,10,NA,1,87,0,0.034482759,0
973,6,1,2,1,3,123,61171,253.845,0.601,172.8959831,2347.753925,7,8,NA,1,10,0,0.1,0
974,6,1,2,1,3,123,61174,253.845,0.601,172.8959831,2347.753925,7,12,NA,1,80,0,0.1875,0
975,6,1,2,1,3,123,61177,253.845,0.601,172.8959831,2347.753925,7,9,NA,1,87,0,0.103448276,0
976,6,1,2,1,3,123,61177,253.845,0.601,172.8959831,2347.753925,7,9,NA,1,87,1,0.103448276,-1
977,6,1,2,1,3,123,61180,253.845,0.601,172.8959831,2347.753925,7,14,NA,1,86,0,0.255813953,0
978,6,1,2,1,3,123,61182,253.845,0.601,172.8959831,2347.753925,7,5,NA,1,87,0,0.114942529,0
979,6,1,2,1,3,123,61182,253.845,0.601,172.8959831,2347.753925,7,5,NA,1,87,0,0.114942529,0
980,6,1,2,1,3,123,61182,253.845,0.601,172.8959831,2347.753925,7,5,NA,1,87,0,0.114942529,0
981,6,1,2,1,3,123,61185,253.845,0.601,172.8959831,2347.753925,7,16,NA,1,86,0,0.093023256,0
982,6,1,2,1,3,123,61186,253.845,0.601,172.8959831,2347.753925,7,18,NA,1,31,0,0.032258065,0
983,6,1,2,1,3,123,61189,253.845,0.601,172.8959831,2347.753925,7,12,NA,1,87,0,0.126436782,0
984,6,1,2,1,3,123,61191,253.845,0.601,172.8959831,2347.753925,7,8,NA,1,87,0,0.149425287,0
985,6,1,2,1,3,123,61194,253.845,0.601,172.8959831,2347.753925,7,8,NA,1,24,0,0,0
986,6,1,2,1,3,123,61197,253.845,0.601,172.8959831,2347.753925,7,6,NA,1,80,0,0.075,0
987,6,1,2,1,3,123,61197,253.845,0.601,172.8959831,2347.753925,7,6,NA,1,80,0,0.075,0
988,6,1,2,1,3,123,61198,253.845,0.601,172.8959831,2347.753925,7,18,NA,1,24,0,0.166666667,0
989,6,1,2,1,3,123,61199,253.845,0.601,172.8959831,2347.753925,7,3,NA,1,86,0,0.046511628,0
990,6,1,2,1,3,123,61201,253.845,0.601,172.8959831,2347.753925,7,1,NA,1,87,0,0.402298851,0
991,6,1,2,1,3,123,61201,253.845,0.601,172.8959831,2347.753925,7,1,NA,1,87,0,0.402298851,0
992,6,1,2,1,3,123,61204,253.845,0.601,172.8959831,2347.753925,7,6,NA,1,79,0,0.126582278,0
993,6,1,2,1,3,123,61205,253.845,0.601,172.8959831,2347.753925,7,6,NA,1,87,0,0.183908046,0
994,6,1,2,1,3,123,61207,253.845,0.601,172.8959831,2347.753925,7,5,NA,1,84,0,0.214285714,0
995,6,1,2,1,3,123,61209,253.845,0.601,172.8959831,2347.753925,7,6,NA,1,84,0,0.333333333,0
996,6,1,2,1,3,123,61214,253.845,0.601,172.8959831,2347.753925,7,6,NA,1,87,0,0.126436782,0
997,6,1,2,1,3,123,61216,253.845,0.601,172.8959831,2347.753925,7,8,NA,1,73,0,0.178082192,0
998,6,1,2,1,3,123,61216,253.845,0.601,172.8959831,2347.753925,7,8,NA,1,73,0,0.178082192,0
999,6,1,2,1,3,123,61217,253.845,0.601,172.8959831,2347.753925,7,5,NA,1,87,0,0.183908046,0
1000,6,1,2,1,3,123,61217,253.845,0.601,172.8959831,2347.753925,7,5,NA,1,87,0,0.183908046,0
1001,6,1,2,1,3,123,61219,253.845,0.601,172.8959831,2347.753925,7,4,NA,1,85,0,0.070588235,0
1002,6,1,2,1,3,123,61220,253.845,0.601,172.8959831,2347.753925,7,2,NA,1,87,0,0.011494253,0
1003,6,1,2,1,3,123,61230,253.845,0.601,172.8959831,2347.753925,7,1,NA,1,85,0,0.047058824,0
1004,6,1,2,1,3,123,61231,253.845,0.601,172.8959831,2347.753925,7,4,NA,1,87,0,0.195402299,0
1005,6,1,2,1,3,123,61232,253.845,0.601,172.8959831,2347.753925,7,5,NA,1,86,0,0.046511628,0
1006,6,1,2,1,3,123,61234,253.845,0.601,172.8959831,2347.753925,7,14,NA,1,86,0,0.046511628,0
1007,6,1,2,1,3,123,61236,253.845,0.601,172.8959831,2347.753925,7,24,NA,1,86,0,0.197674419,0
1008,6,1,2,1,3,123,61236,253.845,0.601,172.8959831,2347.753925,7,24,NA,1,86,0,0.197674419,0
1009,6,1,2,1,3,123,61241,253.845,0.601,172.8959831,2347.753925,7,2,NA,1,82,0,0.207317073,0
1010,6,1,2,1,3,123,61243,253.845,0.601,172.8959831,2347.753925,7,7,NA,1,87,0,0.126436782,0
1011,6,1,2,1,3,123,61249,253.845,0.601,172.8959831,2347.753925,7,7,NA,1,66,0,0.015151515,0
1012,6,1,2,1,3,123,61251,253.845,0.601,172.8959831,2347.753925,7,15,NA,1,70,0,0.157142857,0
1013,6,1,2,1,3,123,61251,253.845,0.601,172.8959831,2347.753925,7,15,NA,1,70,0,0.157142857,0
1014,6,1,2,1,3,123,61251,253.845,0.601,172.8959831,2347.753925,7,15,NA,1,70,0,0.157142857,0
1015,6,1,2,1,3,123,61252,253.845,0.601,172.8959831,2347.753925,7,5,NA,1,86,0,0.069767442,0
1016,6,1,2,1,3,123,61253,253.845,0.601,172.8959831,2347.753925,7,13,NA,1,86,0,0.139534884,0
1017,6,1,2,1,3,123,61254,253.845,0.601,172.8959831,2347.753925,7,6,NA,1,82,1,0.219512195,0.37
1018,6,1,2,1,3,123,61254,253.845,0.601,172.8959831,2347.753925,7,6,NA,1,82,0,0.219512195,0
1019,6,1,2,1,3,123,61255,253.845,0.601,172.8959831,2347.753925,7,2,NA,1,87,0,0.068965517,0
1020,6,1,2,1,3,123,61257,253.845,0.601,172.8959831,2347.753925,7,5,NA,1,58,0,0.137931034,0
1021,6,1,2,1,3,123,61257,253.845,0.601,172.8959831,2347.753925,7,5,NA,1,58,0,0.137931034,0
1022,6,1,2,1,3,123,61259,253.845,0.601,172.8959831,2347.753925,7,1,NA,1,59,0,0.220338983,0
1023,6,1,2,1,3,123,61262,253.845,0.601,172.8959831,2347.753925,7,6,NA,1,87,0,0.114942529,0
1024,6,1,2,1,3,123,61262,253.845,0.601,172.8959831,2347.753925,7,6,NA,1,87,0,0.114942529,0
1025,6,1,2,1,3,123,61268,253.845,0.601,172.8959831,2347.753925,7,15,NA,1,86,0,0.023255814,0
1026,6,1,2,1,3,123,61268,253.845,0.601,172.8959831,2347.753925,7,15,NA,1,86,0,0.023255814,0
1027,6,1,2,1,3,123,61272,253.845,0.601,172.8959831,2347.753925,7,6,NA,1,86,0,0.011627907,0
1028,6,1,2,1,3,123,61278,253.845,0.601,172.8959831,2347.753925,7,9,NA,1,87,0,0.091954023,0
1029,6,1,2,1,3,123,61279,253.845,0.601,172.8959831,2347.753925,7,12,NA,1,79,0,0.151898734,0
1030,6,1,2,1,3,123,61281,253.845,0.601,172.8959831,2347.753925,7,2,NA,1,80,0,0.3,0
1031,6,1,2,1,3,123,61284,253.845,0.601,172.8959831,2347.753925,7,1,NA,1,80,0,0,0
1032,6,1,2,1,3,123,61289,253.845,0.601,172.8959831,2347.753925,7,7,NA,1,80,0,0.225,0
1033,6,1,2,1,3,123,61289,253.845,0.601,172.8959831,2347.753925,7,7,NA,1,80,0,0.225,0
1034,6,1,2,1,3,123,61297,253.845,0.601,172.8959831,2347.753925,7,7,NA,1,88,0,0.068181818,0
1035,6,1,2,1,3,123,61297,253.845,0.601,172.8959831,2347.753925,7,7,NA,1,88,0,0.068181818,0
1036,6,1,2,1,3,123,61298,253.845,0.601,172.8959831,2347.753925,7,10,NA,1,84,1,0.154761905,-1
1037,6,1,2,1,3,123,61298,253.845,0.601,172.8959831,2347.753925,7,10,NA,1,84,0,0.154761905,0
1038,6,1,2,1,3,123,61298,253.845,0.601,172.8959831,2347.753925,7,10,NA,1,84,0,0.154761905,0
1039,6,1,2,1,3,123,61299,253.845,0.601,172.8959831,2347.753925,7,2,NA,1,72,0,0.263888889,0
1040,6,1,2,1,3,123,61299,253.845,0.601,172.8959831,2347.753925,7,2,NA,1,72,1,0.263888889,-1
1041,6,1,2,1,3,123,61300,253.845,0.601,172.8959831,2347.753925,7,3,NA,1,87,0,0.057471264,0
1042,6,1,2,1,3,123,61300,253.845,0.601,172.8959831,2347.753925,7,3,NA,1,87,0,0.057471264,0
1043,6,1,2,1,3,123,61301,253.845,0.601,172.8959831,2347.753925,7,8,NA,1,86,0,0.255813953,0
1044,6,1,2,1,3,123,61302,253.845,0.601,172.8959831,2347.753925,7,10,NA,1,58,0,0.120689655,0
1045,6,1,2,1,3,123,61303,253.845,0.601,172.8959831,2347.753925,7,4,NA,1,80,0,0.25,0
1046,6,1,2,1,3,123,61303,253.845,0.601,172.8959831,2347.753925,7,4,NA,1,80,1,0.25,-1
1047,6,1,2,1,3,123,61303,253.845,0.601,172.8959831,2347.753925,7,4,NA,1,80,0,0.25,0
1048,6,1,2,1,3,123,61304,253.845,0.601,172.8959831,2347.753925,7,4,NA,1,87,0,0.068965517,0
1049,6,1,2,1,3,123,61305,253.845,0.601,172.8959831,2347.753925,7,1,NA,1,87,0,0.149425287,0
1050,6,1,2,1,3,123,61305,253.845,0.601,172.8959831,2347.753925,7,1,NA,1,87,0,0.149425287,0
1051,7,1,1,123,1,129,61483,7.055,0.484,362.9780934,8998.947087,1,2,1,1,7,0,0.714285714,0
1052,7,1,1,123,1,129,61506,7.055,0.484,362.9780934,8998.947087,1,2,2,1,9,1,0.222222222,3.4
1053,7,1,1,123,1,129,61512,7.055,0.484,362.9780934,8998.947087,1,3,2,1,10,0,0.1,0
1054,7,1,1,123,1,129,61517,7.055,0.484,362.9780934,8998.947087,1,3,3,1,7,0,0.571428571,0
1055,7,1,1,123,1,129,61520,7.055,0.484,362.9780934,8998.947087,4,7,6,1,7,1,0.714285714,2.732
1056,7,1,1,123,1,129,61520,7.055,0.484,362.9780934,8998.947087,4,7,6,1,7,0,0.714285714,0
1057,7,1,1,123,1,129,61525,7.055,0.484,362.9780934,8998.947087,1,4,3,1,8,0,0.125,0
1058,7,1,1,123,1,129,61542,7.055,0.484,362.9780934,8998.947087,4,1,1,1,6,0,0.5,0
1059,7,1,1,124,1,130,61559,18.593,0.507,269.0819812,7500.641981,4,10,8,1,10,0,0.3,0
1060,7,1,1,124,1,130,61566,18.593,0.507,269.0819812,7500.641981,1,12,9,1,10,0,0,0
1061,7,1,1,124,1,130,61567,18.593,0.507,269.0819812,7500.641981,1,6,4,1,10,0,0,0
1062,7,1,1,124,1,130,61588,18.593,0.507,269.0819812,7500.641981,4,1,1,1,5,0,0.2,0
1063,7,1,1,124,1,130,61632,18.593,0.507,269.0819812,7500.641981,4,5,4,1,8,0,0.125,0
1064,7,1,1,123,1,143,62018,8.639,0.484,362.9780934,8998.947087,7,-8,NA,1,13,0,0,0
1065,7,1,1,123,1,143,62024,8.639,0.484,362.9780934,8998.947087,7,-8,NA,1,12,0,0,0
1066,7,1,1,123,1,143,62029,8.639,0.484,362.9780934,8998.947087,7,-8,NA,1,12,0,0.25,0
1067,7,1,1,123,1,143,62038,8.639,0.484,362.9780934,8998.947087,7,-8,NA,1,12,0,0,0
1068,7,1,1,123,1,143,62046,8.639,0.484,362.9780934,8998.947087,7,-8,NA,1,12,0,0.166666667,0
1069,7,1,1,123,1,143,62052,8.639,0.484,362.9780934,8998.947087,7,-8,NA,1,12,0,0,0
1070,7,1,1,5,2,221,63758,4.966,0.556,1040.223073,9170.992099,7,5,NA,1,32,1,0.5625,7
1071,7,1,1,5,2,221,63759,4.966,0.556,1040.223073,9170.992099,7,4,NA,1,34,0,0.470588235,0
1072,7,1,1,5,2,221,63762,4.966,0.556,1040.223073,9170.992099,7,7,NA,1,105,0,0.095238095,0
1073,7,1,1,5,2,221,63764,4.966,0.556,1040.223073,9170.992099,7,5,NA,1,90,0,0.133333333,0
1074,7,1,1,5,2,221,63766,4.966,0.556,1040.223073,9170.992099,7,12,NA,1,82,0,0.182926829,0
1075,7,1,1,5,2,221,63767,4.966,0.556,1040.223073,9170.992099,7,4,NA,1,88,0,0.159090909,0
1076,7,1,1,5,2,223,63768,4.966,0.556,1040.223073,9170.992099,7,12,NA,1,136,0,0.125,0
1077,7,1,1,5,2,223,63769,4.966,0.556,1040.223073,9170.992099,7,2,NA,1,116,1,0.198275862,2.2
1078,7,1,1,5,2,223,63769,4.966,0.556,1040.223073,9170.992099,7,3,NA,1,116,0,0.198275862,0
1079,7,1,1,5,2,223,63769,4.966,0.556,1040.223073,9170.992099,7,3,NA,1,116,0,0.198275862,0
1080,7,1,1,5,2,223,63769,4.966,0.556,1040.223073,9170.992099,7,3,NA,1,116,0,0.198275862,0
1081,7,1,1,5,2,223,63770,4.966,0.556,1040.223073,9170.992099,7,8,NA,1,122,0,0.163934426,0
1082,7,1,1,5,2,223,63772,4.966,0.556,1040.223073,9170.992099,7,12,NA,1,94,1,0.159574468,3
1083,7,1,1,5,2,223,63772,4.966,0.556,1040.223073,9170.992099,7,12,NA,1,94,0,0.159574468,0
1084,7,1,1,5,2,223,63773,4.966,0.556,1040.223073,9170.992099,7,6,NA,1,104,0,0.192307692,0
1085,7,1,1,5,2,222,63774,4.966,0.556,1040.223073,9170.992099,7,3,NA,1,42,0,0.119047619,0
1086,7,1,1,5,2,222,63777,4.966,0.556,1040.223073,9170.992099,7,9,NA,1,73,0,0.095890411,0
1087,7,1,1,5,2,223,63780,4.966,0.556,1040.223073,9170.992099,7,7,NA,1,93,0,0.258064516,0
1088,7,1,1,5,2,223,63782,4.966,0.556,1040.223073,9170.992099,7,7,NA,1,73,0,0.260273973,0
1089,7,1,1,5,2,222,63786,4.966,0.556,1040.223073,9170.992099,7,7,NA,1,44,0,0.159090909,0
1090,7,1,2,53,1,54,4021,3.784,0.56,769.8222071,9389.099493,1,11,7,1,6,1,0.333333333,2.5
1091,7,1,2,90,1,91,4029,1.057,0.552,925.3290169,9374.910364,7,-9,NA,1,6,1,0.333333333,0.549
1092,7,1,2,80,1,81,4069,4.6,0.552,1123.740085,9228.604963,1,6,4,1,4,0,0.5,0
1093,7,1,2,75,1,76,4118,4.676,0.552,1065.466542,9210.870002,7,-9,NA,1,2,0,0,0
1094,7,1,2,68,1,69,4119,4.038,0.56,736.3765548,9247.039081,7,7,5,1,6,0,0.333333333,0
1095,7,1,2,52,1,53,4127,1.023,0.552,943.6749105,9349.239245,7,-9,NA,1,6,1,0.666666667,5.858
1096,7,1,2,80,1,81,4130,4.6,0.552,1123.740085,9228.604963,7,6,5,1,3,0,0.333333333,0
1097,7,1,2,75,1,76,4158,4.676,0.552,1065.466542,9210.870002,7,-9,NA,1,3,0,0.333333333,0
1098,7,1,2,82,1,83,4190,3.536,0.56,723.6495056,9270.613187,1,6,4,1,6,0,0.166666667,0
1099,7,1,2,98,1,99,4222,13.473,0.595,670.6639973,8588.316476,7,-9,NA,1,3,0,0,0
1100,7,1,2,92,1,93,4231,3.998,0.595,631.7397751,8837.614769,1,22,15,1,6,1,0.333333333,4.896
1101,7,1,2,67,1,68,4235,3.515,0.56,748.9611915,9359.914917,7,-9,NA,1,6,0,0.166666667,0
1102,7,1,2,59,1,60,4239,3.156,0.595,700.3717599,8954.621849,1,14,10,1,6,1,0.666666667,4.896
1103,7,1,2,73,1,74,4357,0.35,0.602,435.9638079,8507.986122,7,-9,NA,1,6,1,0.5,4.896
1104,7,1,2,95,1,96,4366,4.664,0.552,1130.83679,9264.260135,7,-9,NA,1,6,1,0.5,3.751
1105,7,1,2,96,1,97,4379,0.275,0.552,1335.403804,9518.539166,1,8,5,1,6,0,0,0
1106,7,1,2,49,1,50,4382,4.379,0.595,655.3710199,8830.269303,7,9,5,1,6,0,0.833333333,0
1107,7,1,2,63,1,64,4393,4.183,0.595,639.5616579,8830.679366,7,-9,NA,1,6,0,0.666666667,0
1108,7,1,2,76,1,77,4404,0.177,0.602,788.3990089,9393.550527,1,29,18,1,6,1,0.666666667,4.896
1109,7,1,2,60,1,61,4411,3.646,0.595,663.799111,9205.142952,1,12,9,1,6,1,0.333333333,7.961
1110,7,1,2,60,1,61,4425,3.646,0.595,663.799111,9205.142952,7,31,23,1,6,0,0.5,0
1111,7,1,2,92,1,93,4427,3.998,0.595,631.7397751,8837.614769,1,10,6,1,6,1,0.5,1.952
1112,7,1,2,44,1,45,4455,3.79,0.595,612.634163,8842.095251,1,1,1,1,6,0,0,0
1113,7,1,2,51,1,52,4462,3.369,0.595,717.2511533,9321.978441,7,-9,NA,1,6,0,0.166666667,0
1114,7,1,2,98,1,99,4483,13.473,0.595,670.6639973,8588.316476,7,-9,NA,1,3,0,0.666666667,0
1115,7,1,2,53,1,54,4520,3.784,0.56,769.8222071,9389.099493,7,-9,NA,1,6,0,0,0
1116,7,1,2,71,1,72,4536,3.784,0.56,780.5867234,9411.225555,1,11,8,1,6,0,0.5,0
1117,7,1,2,44,1,45,4559,3.79,0.595,612.634163,8842.095251,7,8,4,1,6,1,0.833333333,2.876
1118,7,1,2,95,1,96,4601,4.664,0.552,1130.83679,9264.260135,1,6,4,1,6,0,0,0
1119,7,1,2,73,1,74,4653,0.35,0.602,435.9638079,8507.986122,7,-9,NA,1,6,0,0.5,0
1120,7,1,2,74,1,75,4660,3.532,0.56,750.8168966,9404.892855,1,11,8,1,6,0,0.333333333,0
1121,7,1,2,59,1,60,4662,3.156,0.595,700.3717599,8954.621849,1,3,2,1,6,0,0.666666667,0
1122,7,1,2,70,1,71,4691,1.148,0.56,721.7803301,9394.195446,1,7,5,1,6,0,0.666666667,0
1123,7,1,2,94,1,95,4702,0.934,0.552,1000.327718,9451.100746,7,-9,NA,1,6,1,0.5,1
1124,7,1,2,84,1,85,4773,0.111,0.602,568.2427666,8880.682116,1,7,4,1,6,1,0.5,1.911
1125,7,1,2,93,1,94,4819,3.904,0.595,641.5134211,9159.983371,1,7,6,1,6,0,0.333333333,0
1126,7,1,2,80,1,81,4844,4.6,0.552,1123.740085,9228.604963,7,-9,NA,1,5,0,0.6,0
1127,7,1,2,54,1,55,4881,5.957,0.595,670.1106564,8831.613275,7,27,16,1,6,1,0.333333333,0.84
1128,7,1,2,67,1,68,4896,3.515,0.56,748.9611915,9359.914917,7,-9,NA,1,3,0,0,0
1129,7,1,2,70,1,71,4937,1.148,0.56,721.7803301,9394.195446,1,12,8,1,6,1,0.666666667,3.384
1130,7,1,7,171,2,187,63070,4.597,0.313,1062.846324,9486.007477,2,7,5,1,21,0,0.476190476,0
1131,7,1,7,171,2,187,63071,4.597,0.313,1062.846324,9486.007477,5,12,10,1,20,0,0.1,0
1132,7,1,7,171,2,187,63072,4.597,0.313,1062.846324,9486.007477,5,2,2,1,20,0,0.3,0
1133,7,1,7,171,2,187,63072,4.597,0.313,1062.846324,9486.007477,5,6,5,1,20,0,0.3,0
1134,7,1,7,171,2,187,63072,4.597,0.313,1062.846324,9486.007477,5,10,9,1,20,0,0.3,0
1135,7,1,7,171,2,187,63085,4.597,0.313,1062.846324,9486.007477,5,17,14,1,21,0,0.761904762,0
1136,7,1,7,171,2,187,63087,4.597,0.313,1062.846324,9486.007477,5,8,7,1,21,0,0.476190476,0
1137,7,1,7,171,2,187,63088,4.597,0.313,1062.846324,9486.007477,5,4,3,1,21,0,0.476190476,0
