ID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
33,299925.5839,201616.3694,268225.793,213898.7793,81833.60045,241685.6988,155228.9476,175105.5341,447589.0018,467172.3016,146571.2634,181499.7123,291724.102,148876.2799,176347.9411,164442.5875,922590.3458,906156.0619,906426.1525,903524.3244,915876.8872,922310.4547,935954.0524,905716.313,902728.211,910169.2024,908874.7861,910018.9133,961431.3044,117224.591,118781.7784,187401.8518,0,266349.677,118264.1507,93793.30496,179106.377,118585.1191,249380.7822,259906.5396,278614.9002,261951.4378,231322.3233,273485.3771,96329.40303,213017.3142,60182.06964,245195.9504,224029.9376,4846.408896,117857.9962,177692.9429,42347.73543,98149.59623,138668.9639,129841.5984,201616.3694,383984.1101,155228.9476,393247.8377,201850.1395,383837.1801,678622.1594,477549.3561,592919.151,527019.6286,527019.6286,492485.9231,363140.0086,526316.8535,477964.1664,337930.8918,397278.9156,236783.9605,247699.4987,291571.4219,360421.3061,343640.1786,358436.3135,612337.6928,527155.3015,522420.0946,258977.7625,251210.8115,161586.5943,149523.5108,240370.1286,715959.2056,1843413.52,1836218.733,1833605.894,1884859.148,716478.154,704187.6823,697066.426,676531.4596,1849840.265,538874.3777,538088.4046,436065.1917,671384.8312,657845.9638,664387.5646,741699.9083,751054.9552,341479.4238,351954.3259,348224.631,341869.9402,157466.9971,1502412.094,1486973.945,1463378.174,1458921.273,1460710.604,1452556.765,1467294.514,1376287.611,1375218.506,1393565.233,1386705.47,1380883.878,187139.2748,243501.3757,200037.874,220271.6649,191748.5776
34,405739.6169,233615.1905,168533.9568,397364.2953,303025.8161,262021.0682,412165.3239,100799.4471,222213.2989,216065.5119,120088.2146,85465.52831,66612.71787,118040.4959,90008.42584,111551.7168,854456.2966,837395.6341,830674.9368,832835.786,848561.446,838773.8519,871614.7723,832683.0313,843675.5822,831947.2836,824384.71,828999.3128,885777.169,364814.9314,370321.1039,373832.5819,266349.677,0,371190.1228,345361.5561,373009.5999,368752.5656,24939.80182,26586.30482,13083.57229,4838.951719,360737.8093,7677.663597,302434.3257,362401.6979,298296.2537,36667.04201,360763.1183,266631.0709,367385.5967,373649.2547,290766.083,296893.875,341248.7122,385075.0229,233615.1905,324366.1134,412165.3239,402289.8856,233781.3816,324148.2694,922062.8948,634619.1965,741858.3081,667322.8033,667322.8033,593450.48,174647.6927,398937.9952,375035.9424,168992.972,205941.3017,431203.9173,488280.9753,475447.4114,606522.0084,606014.5861,608541.7927,762917.6321,738979.0245,736021.7762,468972.9674,459629.6922,396063.6193,367155.4528,437370.9617,962004.8387,1881904.216,1874266.782,1871776.083,1923098.717,942495.0052,937884.2403,922943.3417,907978.8894,1818215.225,717690.9106,716492.6231,625957.5709,412139.6402,399471.0859,405574.0786,984608.9665,995471.8288,604414.9556,601263.0819,608732.8828,604109.3163,165279.5067,1530665.492,1515401.573,1485973.375,1498334.026,1500654.78,1482493.398,1484142.333,1418418.05,1416889.308,1435343.346,1422805.78,1417666.394,158812.2019,196796.6852,170342.3181,201652.0079,163226.7012
35,252854.8622,312828.0977,386309.8012,264651.613,159233.5595,259920.1981,41309.92069,272511.6184,525241.7987,555926.6968,255637.7094,289817.4312,383814.9603,258371.398,282779.132,278308.1621,1022668.298,1006569.543,1008372.529,1004398.558,1015848.741,1025730.159,1035006.505,1007080.777,1000954.305,1012602.642,1012631.627,1013044.518,1062760.601,12793.71719,3402.348856,117662.2659,118264.1507,371190.1228,0,25965.56583,106157.7613,6688.014294,351088.6908,359983.0357,384046.9752,367208.2775,188744.8134,378704.1721,176550.9054,163038.6757,138400.8241,344579.9244,179027.6902,120771.5828,8314.339611,103420.3969,126584.4562,182470.6984,200246.5895,14384.74126,312828.0977,402956.8552,41309.92069,379621.7158,313041.3679,402863.9148,560866.506,509344.3037,622547.7688,565091.5332,565091.5332,552018.3178,480927.4266,641398.5066,591312.7418,456041.4,515240.4956,145423.1011,129853.3983,198463.8127,323295.1623,275257.1656,315188.3001,640089.408,412423.73,407315.75,153989.4954,148042.5671,53455.62434,66741.16522,146475.6832,598657.2098,1902813.509,1895829.64,1893184.155,1944132.256,598595.0356,585929.1671,579223.341,558341.9266,1933508.914,552780.0518,552320.5094,449187.0177,781870.4701,768724.7303,775072.8269,623938.1046,633512.7482,271443.8809,310583.3189,284798.88,274017.1492,275672.5849,1567921.731,1552541.381,1531262.306,1520599.798,1522170.913,1517848.437,1537201.751,1437670.379,1436787.508,1454920.413,1450279.261,1444255.155,254855.0344,291784.85,260877.7272,266157.1538,256768.8933
36,251607.2438,291423.2924,362009.958,256766.0685,142877.5885,244261.6029,66841.83862,246930.0404,502157.193,531578.5666,229672.8723,263857.2284,358877.1257,232408.3076,256845.1134,252467.5677,1005378.517,989173.5685,990520.1019,986865.0854,998587.1705,1007436.278,1018022.897,989402.3845,984194.3865,994604.7955,994228.9275,994866.614,1045115.397,23588.00541,25632.23463,119549.2981,93793.30496,345361.5561,25965.56583,0,108607.1847,24943.51326,325397.4768,334397.857,358200.9336,341359.999,184963.4815,352864.0455,160375.675,160513.7109,120689.3229,319017.4958,175622.0729,96646.73365,24098.34039,106215.2583,106946.1857,165701.4078,188579.0785,39723.95914,291423.2924,388660.3082,66841.83862,371757.8034,291643.3917,388556.6719,586336.7359,507831.156,621944.1833,562407.7424,562407.7424,544394.1528,455647.5044,618898.2285,569500.8952,430987.6903,490053.3489,156291.4016,153941.4637,210782.4464,335446.7897,293616.2352,328577.4274,639955.3945,434379.1577,429470.5442,170693.6635,163868.7558,70086.41457,70360.46311,158371.149,624294.791,1896541.477,1889504.341,1886866.044,1937902.503,622689.28,610686.7649,603274.768,582875.1603,1921076.891,555390.2722,554857.7643,451460.5394,755921.0795,742767.8811,749119.3811,649398.5652,659067.313,290115.7785,323527.2437,302200.499,292255.3754,251211.3105,1560042.032,1544641.359,1522779.949,1513640.004,1515264.938,1510002.289,1528216.865,1430744.718,1429816.146,1448009.692,1442825.222,1436847.848,231781.7999,271629.1226,238685.7397,246058.0772,234026.3276
37,147177.4854,379335.6782,431729.0292,365291.3383,246606.8243,187777.9579,123420.976,273054.1959,484302.2782,526527.7779,274847.7569,303990.5897,366770.9617,277963.4359,294612.0356,304385.3025,1101685.755,1085240.472,1085390.566,1082584.469,1094975.652,1101042.96,1115059.003,1084739.357,1081807.821,1089070.619,1087544.416,1088828.316,1140447.065,94565.67728,102788.2077,11560.96145,179106.377,373009.5999,106157.7613,108607.1847,0,99701.12459,349482.2599,355333.4491,386034.0875,369971.7354,86743.52819,380664.7032,263917.146,60207.16408,223269.8544,340154.6393,76834.08774,183507.9989,98417.65898,2947.630965,206945.7411,268289.1126,295930.1814,112484.2976,379335.6782,319737.9212,123420.976,280554.917,379577.4846,319682.7511,552529.801,614964.9543,728477.4965,670200.8125,670200.8125,652833.2868,512393.4223,697268.8964,651813.5885,491352.5071,547523.637,61099.23176,132704.154,113943.949,422281.3134,361594.6924,412272.2839,746122.8481,367923.683,364471.5254,95963.37546,86625.04275,66597.79807,39470.52212,66313.54985,593666.8916,2005121.235,1998078.909,1995441.376,2046485.757,569577.4488,565210.7041,550016.894,535103.3318,2025695.697,658824.0075,658376.9524,555300.5452,782507.8301,770463.321,776267.8596,614413.5309,625957.5892,356919.5823,408462.3466,373646.4601,360747.9198,323266.4719,1668272.23,1652865.281,1630768.367,1622126.266,1623761.589,1618247.381,1635952.531,1539240.427,1538303.03,1556507.633,1551196.767,1545232.519,226396.7272,239641.8325,224819.6182,215710.0797,225383.1982
38,246281.4294,314840.8078,386806.9385,270053.451,162784.1431,253788.0978,44985.98609,269693.1354,520723.4769,552018.4819,253901.6586,287900.7435,380332.8671,256673.3572,280687.5616,277130.37,1026181.839,1010051.457,1011718.26,1007839.859,1019370.216,1028939.916,1038608.514,1010478.989,1004617.992,1015904.074,1015806.467,1016290.184,1066170.779,6271.838436,3334.078102,111186.2439,118585.1191,368752.5656,6688.014294,24943.51326,99701.12459,0,348400.466,357140.164,381647.8532,364817.9219,182072.7071,376291.8775,180176.0731,156389.2899,141536.7898,341711.4951,172361.0767,121319.7607,1800.971732,96983.34782,129097.316,185945.2704,204928.5851,19189.20359,314840.8078,396630.9096,44985.98609,372945.1845,315056.9901,396539.0461,561455.465,515594.7629,628886.3853,571234.8842,571234.8842,557540.229,480584.3624,642956.5509,593190.1959,455929.1663,514995.9797,140092.9343,129116.6074,193485.5656,329889.2097,281235.7187,321711.8803,646466.4468,410513.5334,405501.0415,150022.5615,143820.6838,49045.83992,60250.19138,141341.7918,599493.3932,1908577.672,1901586.566,1898942.021,1949902.509,597913.5117,585763.3537,578511.405,557988.1993,1938234.525,559329.7874,558866.3857,455711.2787,779811.1846,766724.8406,773043.5441,624512.9456,634219.1416,277370.4409,317135.9489,290921.5921,280016.1692,276044.7274,1573452.036,1558068.352,1536698.762,1526264.042,1527842.788,1523382.968,1542557.481,1443337.976,1442448.62,1460590.439,1455870.972,1449853.604,250419.6915,286427.5617,256113.8049,260800.4835,252203.3538
39,380825.8705,235866.6755,181355.9485,391762.7625,291328.5997,237444.7453,392237.653,78920.68673,222485.4481,224157.6677,105114.664,72333.62058,58627.9202,103527.6999,74327.42898,102939.3132,874112.8633,857048.2111,850739.0283,852595.965,868152.5794,859320.7177,891077.2078,852586.7975,862732.3996,852163.3043,844953.8614,849374.9912,905963.1374,344270.3759,350086.4899,350052.9442,249380.7822,24939.80182,351088.6908,325397.4768,349482.2599,348400.466,0,12591.41413,37257.07412,23687.36434,335911.6385,32140.53231,292054.536,337827.4009,284916.8624,12196.28801,336014.789,250007.0992,346987.4468,350188.3949,276204.972,286929.6723,332484.9753,365114.109,235866.6755,304360.1757,392237.653,379550.9339,236052.8067,304143.4014,899481.1907,634478.5399,743195.9068,669098.0759,669098.0759,598421.2603,197404.7534,420275.2272,394464.1593,189857.6584,229406.7547,407296.9281,466316.3626,451075.947,595290.5891,591187.516,596602.6585,764191.3904,714871.1383,711979.9598,445426.623,436065.2723,374239.03,344670.3632,413513.9246,939623.9419,1895562.901,1887954.413,1885452.288,1936807.038,918772.2296,914584.1742,899228.8411,884570.4302,1836796.732,715732.4218,714573.7594,622243.9235,434290.9229,421841.8565,427836.8216,961932.0006,972916.6761,589392.5275,589448.7256,594480.5365,589324.8154,162194.3163,1544800.057,1529505.731,1500489.284,1511561.041,1513842.41,1496443.241,1499088.44,1431328.896,1429834.853,1448304.492,1436200.762,1431000.907,133881.2502,172981.7418,145458.0787,177055.8722,138288.0045
40,381918.4199,248053.5229,191020.9728,404317.0468,303255.676,236997.5901,401206.6358,87472.35039,209911.1455,212034.6772,116656.3991,84457.27223,46521.64768,115191.3228,85897.27405,115445.4595,880615.6769,863553.1953,856951.8694,859025.8993,874700.2866,865170.8505,897713.3941,858915.2268,869635.3229,858264.4833,850786.3082,855356.2669,912088.0701,352888.6263,358899.1145,355535.4826,259906.5396,26586.30482,359983.0357,334397.857,355333.4491,357140.164,12591.41413,0,36099.5036,27646.28834,338840.6001,31960.08697,304198.042,341703.0882,296496.8884,15487.49337,339302.2629,260661.0491,355698.8077,356129.5222,287489.4052,299134.1299,344818.3449,374082.5151,248053.5229,298012.5881,401206.6358,375793.0395,248237.2936,297794.9546,906250.9479,646963.2237,755569.1754,681424.5592,681424.5592,610311.6852,201215.6646,425462.4311,401083.5869,195387.3441,232346.2922,412534.4289,473779.0421,455397.7391,607212.4216,602254.4507,608388.3553,776571.507,719648.3606,716877.3196,451186.1269,441804.7124,381878.8834,351732.6238,418828.7991,946586.3348,1905189.497,1897569.689,1895071.954,1946415.002,924153.5146,920544.1527,904625.0251,890395.3268,1844018.889,728304.2288,727144.4196,634834.4327,427502.0619,415265.6194,421154.6849,968596.0768,979703.7859,600400.4192,601260.6022,605713.136,600404.9137,174757.4461,1554232.476,1538950.047,1509764.461,1521344.197,1523640.25,1505948.387,1508180.885,1441226.094,1439719.433,1458183.885,1445919.098,1440741.879,136291.3918,170869.1115,146569.7845,176750.1111,140197.657
41,417458.493,238851.6556,168335.0233,405726.6688,313749.3134,273015.7198,424988.1708,113881.8862,217718.9333,207877.9463,132155.5635,97346.90394,68983.90727,130011.2523,102380.8933,121947.1433,848548.3113,831494.5074,824454.1279,826852.383,842705.1767,832165.0025,865852.1767,826587.7559,838226.2483,825605.7766,817760.7536,822530.7558,879448.5902,377738.1235,383198.6483,386813.3325,278614.9002,13083.57229,384046.9752,358200.9336,386034.0875,381647.8532,37257.07412,36099.5036,0,16843.0911,373133.3953,5409.353119,312714.9889,375066.4984,309556.9461,48387.19267,373267.3721,278813.4431,380287.7736,386682.7803,302381.9213,307037.9296,350902.8886,397907.2345,238851.6556,331179.1693,424988.1708,411195.1311,239007.6078,330960.8589,935145.9446,640404.7035,746890.0509,672175.7237,672175.7237,596739.1549,166547.5753,391842.3264,369545.9534,162791.976,196943.5011,444157.5401,501343.4079,488236.7329,616897.0216,617565.5449,619161.8947,767971.9442,751879.5131,748943.1939,481997.1581,472651.0184,409119.5206,380238.5287,450336.7061,975083.4847,1879984.779,1872329.8,1869846.381,1921145.794,955494.7809,950941.6199,935944.5618,921025.1165,1813007.901,724274.8309,723059.0971,633359.3261,399086.8189,386402.9944,392512.9369,997692.5379,1008554.486,616024.5117,611842.5982,620108.1522,615647.9176,173238.7608,1528474.844,1513231.55,1483545.147,1496712.768,1499057.579,1480423.726,1481438.45,1416999.667,1415449.832,1433892.25,1421088.607,1415987.242,170942.8493,206929.4141,182017.4408,212721.7357,175192.4441
42,404277.7815,229154.9573,165323.3117,392549.6567,298256.0863,261130.3018,408145.7425,97405.88096,226674.2937,220889.1325,115595.4994,80898.34629,69842.09601,113512.3423,85647.02317,106739.5396,852969.4694,835907.0112,829313.8291,831379.861,847054.6153,837570.6076,870070.1595,831271.5409,842011.707,830634.8699,823188.5063,827738.8515,884456.7462,360918.4724,366363.9826,370912.9679,261951.4378,4838.951719,367208.2775,341359.999,369971.7354,364817.9219,23687.36434,27646.28834,16843.0911,0,358663.8209,11559.31183,297625.1971,360012.0178,293604.2074,35797.45825,358569.3337,262196.614,363460.0405,370582.2831,286149.5199,292076.159,336413.0488,381065.5136,229154.9573,325642.3138,408145.7425,402577.5994,229322.7466,325424.7422,918633.5458,630045.8811,737392.1073,662886.8174,662886.8174,589297.8817,174265.2038,397989.3129,373443.5541,167804.1056,205956.2577,428342.1672,484694.6171,472873.6623,601723.3788,601388.2922,603765.4156,758447.4525,736211.4588,733214.7634,465930.826,456596.6742,392452.1594,363736.2352,434482.0991,958512.1224,1879019.354,1871387.264,1868894.402,1920223.536,939511.1158,934712.3577,919955.9114,904852.8413,1816435.877,713016.9234,711820.6074,621204.2985,415780.8643,403049.7313,409184.0235,981208.7845,992032.0904,599802.703,596482.5652,604068.4021,599480.1288,160502.2943,1527866.979,1512596.974,1483248.849,1495365.019,1497678.661,1479658.72,1481504.388,1415390.938,1413868.35,1432325.476,1419866.276,1414715.716,157075.5967,196494.3195,168998.0395,200740.8451,161639.624
43,68863.20844,418833.4001,451920.6361,435609.266,308860.6867,125870.2759,209964.1589,268073.7662,432414.7257,482623.0132,284742.8881,306970.7249,339209.1498,287824.9715,296585.9469,316804.9391,1142360.303,1125639.207,1124114.594,1122502.872,1135793.612,1137981.246,1156736.404,1124112.924,1124465.451,1127223.52,1124153.027,1126297.64,1179587.67,176290.392,185346.9679,75831.81238,231322.3233,360737.8093,188744.8134,184963.4815,86743.52819,182072.7071,335911.6385,338840.6001,373133.3953,358663.8209,0,368051.8265,325225.4234,26536.46782,285293.8199,324907.4929,9916.280074,236147.1543,180558.0969,89688.49236,267399.028,328205.96,362724.794,197031.4008,418833.4001,240059.1192,209964.1589,193820.9467,419088.1065,240030.5273,594283.7689,691975.8768,806457.1526,745640.7693,745640.7693,720817.9065,518240.4668,719690.6057,679022.5126,501048.6428,553014.9461,102265.0761,206305.6757,124358.7175,508687.7433,447902.3341,498898.7658,824643.1725,387398.5042,385618.454,144881.039,136718.2388,153338.22,123367.9472,108889.5449,636924.9978,2073196.256,2066051.734,2063430.097,2114621.768,595325.7359,597615.1392,576068.9614,566269.1787,2079070.054,740201.0197,739686.2089,636322.6923,757601.2177,746596.297,751888.5793,654114.9772,666855.1247,443140.0809,495008.6609,460175.7557,447100.0837,350940.1104,1733290.648,1717856.592,1694519.972,1689104.748,1690847.23,1683391.272,1698573.363,1606370.876,1605342.702,1623650.111,1617237.944,1611376.933,202573.8643,191564.3465,194167.4339,172479.4591,199018.1695
44,412670.8419,236478.6404,168146.1833,402126.6094,309210.9625,268528.8878,419657.3836,108473.168,219632.162,211317.7496,127087.3413,92336.07144,67853.03592,124977.7806,97197.54276,117496.8122,850838.7442,833781.6539,826875.6798,829174.0377,844973.7193,834750.2962,868081.8578,828956.4946,840323.6389,828078.2066,820352.092,825056.6664,881916.7562,372372.7419,377848.7264,381466.1147,273485.3771,7677.663597,378704.1721,352864.0455,380664.7032,376291.8775,32140.53231,31960.08697,5409.353119,11559.31183,368051.8265,0,308349.2087,369865.7283,304810.3662,43512.84735,368137.9899,273714.8267,374929.4595,381308.6241,297498.6664,302725.0936,346786.1544,392573.0494,236478.6404,328443.3549,419657.3836,407595.4833,236638.7682,328225.2073,929737.5185,637855.0236,744650.446,670006.2327,670006.2327,595204.3829,169703.4272,394613.4506,371634.6177,165126.9025,200500.0209,438823.7362,495936.3184,482980.2309,612506.65,612714.8787,614675.0079,765723.8084,746571.702,743625.3776,476628.0321,467283.3825,403713.8522,374830.1427,444997.0054,969674.1316,1880621.328,1872973.588,1870487.132,1921796.485,950138.5016,945554.3762,930587.5403,915644.2507,1815015.023,721404.7077,720195.995,630156.1453,404491.3859,391811.0411,397919.5247,992285.1599,1003145.793,611151.1352,607371.5433,615325.731,610802.0175,169755.5356,1529221.51,1513969.51,1484390.164,1497222.707,1499557.558,1481119.691,1482398.11,1417424.659,1415883.556,1434330.984,1421637.614,1416520.415,165966.8583,202793.8099,177234.7139,208196.8407,170286.6116
45,394076.5465,149417.5035,245195.8704,119499.7624,17500.85987,335515.8891,199611.1911,231706.4453,507931.244,516208.885,189060.8294,219746.0279,344156.6039,189989.0973,219071.0578,190887.2521,846122.1182,830034.7122,831959.9102,827887.8097,839300.8118,849553.3504,858464.2491,830607.0905,824445.9172,836254.7307,836535.3757,836795.4682,886273.9,181936.108,178698.7954,273647.1499,96329.40303,302434.3257,176550.9054,160375.675,263917.146,180176.0731,292054.536,304198.042,312714.9889,297625.1971,325225.4234,308349.2087,0,305205.4974,40670.72555,291677.1038,317397.4026,91558.27567,180346.4667,261987.6698,57914.75259,7573.146885,45438.55588,182154.4107,149417.5035,475214.2483,199611.1911,489279.1932,149576.2308,475055.9832,710384.9421,383605.2843,498793.4442,431696.7753,431696.7753,396470.4157,351806.0822,477567.2,424300.5073,323315.6395,382718.1934,316255.7336,299798.2587,370986.8253,304190.5199,313827.855,306861.7664,518515.4141,584814.6477,579239.5397,330165.163,323761.2163,229094.6854,228760.0256,318601.2274,744519.7222,1748151.198,1740985.999,1738367.827,1789586.132,761476.3656,743861.3167,742489.6349,718393.3806,1761897.033,449389.0265,448501.1378,348312.2249,682082.4614,667772.5231,674697.9457,772942.2262,780713.2538,313329.1059,299436.4699,313694.2677,311733.3469,149573.8131,1408149.794,1392718.468,1369641.076,1363918.686,1365672.496,1358230.448,1374076.04,1281208.296,1280169.186,1298487.535,1292013.123,1286151.514,267088.0956,329047.4475,282545.8953,307781.1959,272771.9268
46,91187.04043,405246.4983,444107.6173,413471.5308,288518.118,142122.9238,183472.6618,266691.2591,447194.7374,494911.6354,278965.6622,303504.3855,345630.2404,282088.6488,293335.6647,310558.2038,1129425.49,1112778.423,1111753.717,1109784.03,1122812.68,1126162.13,1143508.858,1111557.793,1110929.53,1115035.141,1112425.343,1114313.371,1167129.712,150712.5747,159636.6407,49336.23564,213017.3142,362401.6979,163038.6757,160513.7109,60207.16408,156389.2899,337827.4009,341703.0882,375066.4984,360012.0178,26536.46782,369865.7283,305205.4974,0,264891.1778,327277.8792,16631.18835,217785.4654,154915.0576,63152.28958,247291.7194,308569.1432,341378.3593,170945.4821,405246.4983,263987.7289,183472.6618,220354.5997,405498.4867,263949.284,580403.5683,668192.3235,782433.3877,722323.8885,722323.8885,699619.1817,514974.5494,711848.4971,669686.199,496560.4567,549955.178,82435.91487,182539.2622,114432.1076,482246.8808,421474.405,472396.7095,800468.826,379389.6596,377105.3896,125607.7168,116881.5869,126801.9215,97184.23279,89270.03537,622678.7238,2052264.603,2045150.201,2042523.594,2093674.878,586152.5103,586477.8796,566763.3447,555430.0498,2062558.124,715193.8533,714698.1737,611391.858,764326.3648,752982.0226,758441.4315,640934.152,653343.1598,416734.2106,468528.8673,433691.6771,420660.745,340432.13,1713241.556,1697813.694,1674844.515,1668464.865,1670175.568,1663298.423,1679236.449,1585675.376,1584674.121,1602953.252,1596868.606,1590976.021,206374.0974,203625.7295,200140.8614,182499.1266,203613.7462
47,354156.4082,178022.1019,264460.754,154103.8828,23628.97891,301853.6135,164943.6076,217467.1742,494080.6867,507733.7815,179843.9999,213234.8095,333194.669,181390.1827,210622.5958,188531.6457,884825.007,868655.2694,870207.2628,866399.7045,878024.5892,887405.7159,897390.3849,869001.1928,863525.0636,874375.6341,874280.5682,874753.4177,924701.1867,142843.5331,140309.8468,232977.9469,60182.06964,298296.2537,138400.8241,120689.3229,223269.8544,141536.7898,284916.8624,296496.8884,309556.9461,293604.2074,285293.8199,304810.3662,40670.72555,264891.1778,0,282857.6099,277319.8532,55786.47288,141566.7331,221354.8767,18337.28767,45223.78174,79044.15251,145274.8556,178022.1019,443795.1105,164943.6076,452781.8864,178214.254,443645.5781,682745.2821,417439.8875,532817.8094,467282.5884,467282.5884,435724.6164,367760.9296,507893.0719,456071.872,340288.6814,400171.7381,276044.0572,264596.5243,330869.7228,312165.0536,308490.5228,312332.4912,552197.2207,549338.5411,543966.655,291133.8011,284486.9051,190112.3407,188357.7855,278530.6684,718004.6008,1787907.092,1780759.929,1778138.663,1829334.192,729781.7415,713756.6878,710642.0361,687575.8229,1802488.107,479025.5571,478221.9474,376486.7239,690766.8616,676737.1225,683522.855,745583.1842,753892.1502,307212.3884,305355.4156,310594.3613,306527.3105,159921.1352,1448355.816,1432927.241,1409991.35,1403832.9,1405568.661,1398418.014,1414531.543,1321087.448,1320064.024,1338366.592,1332070.58,1326192.822,242174.8946,301278.4566,256345.388,278740.4477,247324.5366
48,369161.7607,241763.4486,191333.7735,393689.5266,290221.0105,225411.2342,385815.0761,72090.78613,219523.3407,225031.1882,103224.7535,72451.79858,54222.53181,101963.9885,72690.52622,104837.6238,885716.1918,868651.4044,862438.9527,864225.0643,879740.4075,871126.7659,902632.517,864249.6602,874187.4411,863897.4827,856765.1561,861144.5445,917688.4658,337443.4268,343481.8473,340467.3483,245195.9504,36667.04201,344579.9244,319017.4958,340154.6393,341711.4951,12196.28801,15487.49337,48387.19267,35797.45825,324907.4929,43512.84735,291677.1038,327277.8792,282857.6099,0,325173.4408,246044.6715,340266.0439,340926.088,273462.8916,286791.7872,332888.3787,358692.5499,241763.4486,292828.0721,385815.0761,367414.5739,241957.3866,292611.6858,890878.9673,638796.2716,748133.1375,674259.4111,674259.4111,604988.0882,209583.1063,432258.8975,406064.254,201816.7566,241602.1653,397553.8133,458311.189,440781.1668,594079.7534,587923.1382,594998.585,769092.6801,704855.3944,702037.3422,436041.2974,426665.1497,366398.4244,336302.6817,403822.1537,931182.659,1905308.764,1897710.608,1895204.57,1946569.035,909143.6314,905356.8928,889609.7907,875245.7462,1848097.571,719170.6137,718031.0625,624890.8111,442848.3879,430567.1223,436479.2003,953244.3238,964329.4106,586012.5958,587918.4336,591553.9856,586086.7516,166104.1841,1554722.888,1539418.792,1510543.68,1521169.866,1523437.228,1506304.736,1509287.012,1440829.871,1439348.243,1457822.423,1445872.401,1440651.609,122580.0104,160787.3008,133731.6703,165029.9461,126805.9952
49,77092.69613,413296.8689,448483.2792,427081.6365,300916.5026,131252.7335,200049.4077,266881.5642,437496.165,486750.7016,281948.0663,305045.5616,341020.575,285048.1039,294731.2312,313866.593,1137153.206,1120458.158,1119115.076,1117373.204,1130569.454,1133179.536,1151423.767,1119042.807,1119039.471,1122286.885,1119383.884,1121435.211,1174555.58,166608.0717,175628.148,65953.90815,224029.9376,360763.1183,179027.6902,175622.0729,76834.08774,172361.0767,336014.789,339302.2629,373267.3721,358569.3337,9916.280074,368137.9899,317397.4026,16631.18835,277319.8532,325173.4408,0,228839.3857,170857.7889,79778.48055,259516.9818,320510.5347,354453.9214,187209.3426,413296.8689,248771.5173,200049.4077,203724.0715,413550.6933,248738.7277,589313.3682,682907.7364,797311.2067,736732.6065,736732.6065,712638.6921,516497.7505,716305.0658,675084.2464,498848.797,551358.491,94714.13557,197510.0341,120402.1269,498781.8783,438065.2277,488983.2482,815446.9697,384564.667,382595.5121,137650.0998,129269.6488,143430.6479,113513.8143,101436.6209,631823.5206,2065138.403,2058004.47,2055381.057,2106558.833,592124.1929,593676.8839,572813.6167,562436.3811,2072591.518,730727.1083,730218.5354,626871.6458,759653.6467,748518.5777,753874.9213,649417.6674,662034.8643,433314.0822,485095.8829,450308.3951,437257.0885,346478.0798,1725542.038,1710109.993,1686903.536,1681146.439,1682877.712,1675626.533,1691077.397,1598391.921,1597373.24,1615670.892,1609374.424,1603502.165,203230.5182,195403.2567,195638.1277,175475.3404,199970.8743
50,304759.4013,197659.1333,265549.4121,209305.8138,77191.14148,246075.704,157135.9458,176356.5272,449603.4882,468514.313,146677.411,181576.1955,293056.2986,148911.3643,176676.2015,163700.7515,918227.7306,901804.2188,902132.3025,899189.1382,911510.0444,918078.9952,931557.2193,901399.7551,898302.1737,905895.2392,904657.173,905769.6036,957117.3735,120161.5927,121404.315,191886.9643,4846.408896,266631.0709,120771.5828,96646.73365,183507.9989,121319.7607,250007.0992,260661.0491,278813.4431,262196.614,236147.1543,273714.8267,91558.27567,217785.4654,55786.47288,246044.6715,228839.3857,0,120647.8984,182065.152,38170.49861,93326.85042,134069.1858,132053.5921,197659.1333,388156.4624,157135.9458,397933.5678,197891.3467,388008.5011,680709.2738,473036.8634,588400.4019,522395.8396,522395.8396,487663.754,361177.7502,522908.0054,474337.058,335776.3057,395217.5205,240964.9804,250417.0182,295792.9089,357851.6599,342335.9869,356091.0601,607843.5476,530444.2734,525666.0774,262748.5917,255044.2253,164939.9462,153555.085,244490.2505,717903.1456,1838568.863,1831373.826,1828761.032,1880014.576,719224.7128,706671.879,699827.4232,679112.5525,1845130.679,534666.0326,533873.6298,431938.6635,670766.3184,657181.6704,663745.9845,743784.7829,753065.2881,340253.1869,349553.956,346696.5316,340546.5296,154913.8131,1497567.72,1482129.607,1458538.573,1454075.175,1455864.637,1447711.942,1462461.61,1371441.854,1370372.609,1388719.462,1381859.155,1376037.508,190208.7188,247121.6357,203346.8671,224039.4709,194917.4739
